6.5K,1,1,8@0
FBIS3-29,18,false,false
FBIS3-23,7,false,false
FBIS3-39,1,false,false
FBIS3-24,1,false,false
FBIS3-5,1,false,false
FBIS3-6,2,false,false
FBIS3-43,1,false,false
FBIS3-44,1,false,false
linear,1,1,8@450
FBIS3-35,1,false,false
rests,1,1,8@452
FBIS3-9,1,false,false
vouchers,1,1,8@454
FBIS3-29,1,false,false
garments,1,1,8@456
FBIS3-29,1,false,false
narrow-gauge,1,1,8@458
FBIS3-29,1,false,false
anchor,1,2,8@460
FBIS3-24,2,false,false
cite,1,1,8@462
FBIS3-7,1,false,false
rose,3,31,8@464
FBIS3-27,1,false,false
FBIS3-29,26,false,false
FBIS3-23,4,false,false
imposed,3,5,8@468
FBIS3-29,2,false,false
FBIS3-26,2,false,false
FBIS3-23,1,false,false
criticizing,8,8,8@472
FBIS3-26,1,false,false
FBIS3-13,1,false,false
FBIS3-49,1,false,false
FBIS3-31,1,false,false
FBIS3-28,1,false,false
FBIS3-22,1,false,false
FBIS3-5,1,false,false
FBIS3-44,1,false,false
millimeters,2,2,8@481
FBIS3-35,1,false,false
FBIS3-23,1,false,false
WEST,4,10,8@484
FBIS3-26,2,false,false
FBIS3-28,4,false,false
FBIS3-29,3,false,false
FBIS3-5,1,false,false
rating,2,3,8@489
FBIS3-29,2,false,false
FBIS3-1,1,false,false
deadlock,1,1,8@492
FBIS3-9,1,false,false
losses,3,14,8@494
FBIS3-26,1,false,false
FBIS3-23,7,false,false
FBIS3-29,6,false,false
automation,2,5,8@498
FBIS3-35,2,false,false
FBIS3-23,3,false,false
west,2,4,8@501
FBIS3-23,1,false,false
FBIS3-38,3,false,false
TIANJIN,2,3,8@504
FBIS3-35,1,false,false
FBIS3-23,2,false,false
stocked,1,1,8@507
FBIS3-29,1,false,false
twisting,1,1,8@509
FBIS3-46,1,false,false
lat,1,1,8@511
FBIS3-8,1,false,false
subjected,1,1,8@513
FBIS3-19,1,false,false
comparison,3,5,8@515
FBIS3-12,1,false,false
FBIS3-1,2,false,false
FBIS3-29,2,false,false
30 M Dollars,2,5,8@519
FBIS3-23,1,false,false
FBIS3-29,4,false,false
381.467 M Dollars,1,1,8@522
FBIS3-23,1,false,false
strengthened,3,4,8@524
FBIS3-28,1,false,false
FBIS3-23,2,false,false
FBIS3-42,1,false,false
SEPTEMBER,4,5,8@528
FBIS3-27,1,false,false
FBIS3-19,1,false,false
FBIS3-1,1,false,false
FBIS3-23,2,false,false
KIROVOHRAD,1,1,8@533
FBIS3-38,1,false,false
markets,9,44,8@535
FBIS3-26,7,false,false
FBIS3-35,1,false,false
FBIS3-18,1,false,false
FBIS3-23,9,false,false
FBIS3-29,16,false,false
FBIS3-40,1,false,false
FBIS3-4,1,false,false
FBIS3-8,3,false,false
FBIS3-44,5,false,false
mounting,2,2,8@545
FBIS3-26,1,false,false
FBIS3-8,1,false,false
17.6%,1,2,8@548
FBIS3-29,2,false,false
invalidated,1,1,8@550
FBIS3-49,1,false,false
minitractors,1,1,8@552
FBIS3-29,1,false,false
leverage,1,1,8@554
FBIS3-37,1,false,false
emanate,1,1,8@556
FBIS3-27,1,false,false
self-proclaimed,1,2,8@558
FBIS3-2,2,false,false
GERI-BP001,1,1,8@560
FBIS3-35,1,false,false
733-6333,1,1,8@562
FBIS3-35,1,false,false
44K,1,1,8@564
FBIS3-29,1,false,false
UNDERSCORING,2,2,8@566
FBIS3-47,1,false,false
FBIS3-49,1,false,false
4100 M Dollars,1,1,8@569
FBIS3-29,1,false,false
17/0136z,1,1,8@571
FBIS3-44,1,false,false
allocations,1,1,8@573
FBIS3-26,1,false,false
KC54,1,1,8@575
FBIS3-29,1,false,false
construction,8,79,8@577
FBIS3-26,4,false,false
FBIS3-10,3,false,false
FBIS3-27,3,false,false
FBIS3-18,2,false,false
FBIS3-35,4,false,false
FBIS3-29,46,false,false
FBIS3-23,16,false,false
FBIS3-8,1,false,false
environment-friendly,1,1,8@586
FBIS3-29,1,false,false
exhibition,1,1,8@588
FBIS3-29,1,false,false
MARIETTA,1,1,8@590
FBIS3-23,1,false,false
manifest,1,1,8@592
FBIS3-6,1,false,false
prelude,1,1,8@594
FBIS3-48,1,false,false
automatic,1,1,8@596
FBIS3-35,1,false,false
requirement,2,2,8@598
FBIS3-23,1,false,false
FBIS3-25,1,false,false
AL-BATH,1,2,8@601
FBIS3-7,2,false,false
engage,9,10,8@603
FBIS3-46,1,false,false
FBIS3-9,1,false,false
FBIS3-13,2,false,false
FBIS3-49,1,false,false
FBIS3-27,1,false,false
FBIS3-3,1,false,false
FBIS3-35,1,false,false
FBIS3-23,1,false,false
FBIS3-5,1,false,false
TISHRIN,2,3,8@613
FBIS3-39,1,false,false
FBIS3-7,2,false,false
forms,3,4,8@616
FBIS3-26,2,false,false
FBIS3-11,1,false,false
FBIS3-36,1,false,false
WILLIAM,1,3,8@620
FBIS3-35,3,false,false
10-30,1,1,8@622
FBIS3-41,1,false,false
MINISTER,5,8,8@624
FBIS3-46,1,false,false
FBIS3-32,1,false,false
FBIS3-38,2,false,false
FBIS3-40,2,false,false
FBIS3-6,2,false,false
MHB,1,1,8@630
FBIS3-29,1,false,false
SUPREME,4,10,8@632
FBIS3-46,3,false,false
FBIS3-32,1,false,false
FBIS3-38,5,false,false
FBIS3-6,1,false,false
jab,1,1,8@637
FBIS3-39,1,false,false
lanes,1,1,8@639
FBIS3-29,1,false,false
initiatives,3,3,8@641
FBIS3-28,1,false,false
FBIS3-42,1,false,false
FBIS3-24,1,false,false
poverty,1,1,8@645
FBIS3-29,1,false,false
imminent,1,1,8@647
FBIS3-39,1,false,false
hosts,2,2,8@649
FBIS3-29,1,false,false
FBIS3-11,1,false,false
testament,1,1,8@652
FBIS3-27,1,false,false
mass-produce,1,1,8@654
FBIS3-35,1,false,false
BTA,1,2,8@656
FBIS3-29,2,false,false
rendered,1,1,8@658
FBIS3-23,1,false,false
immoral,1,1,8@660
FBIS3-19,1,false,false
monitors,2,2,8@662
FBIS3-2,1,false,false
FBIS3-29,1,false,false
estranged,1,1,8@665
FBIS3-27,1,false,false
automatically,3,3,8@667
FBIS3-31,1,false,false
FBIS3-23,1,false,false
FBIS3-29,1,false,false
jurisdiction,3,3,8@671
FBIS3-15,1,false,false
FBIS3-23,1,false,false
FBIS3-29,1,false,false
crops,1,4,8@675
FBIS3-29,4,false,false
KC90,1,1,8@677
FBIS3-29,1,false,false
MOJS,1,1,8@679
FBIS3-29,1,false,false
envoy,6,15,8@681
FBIS3-30,5,false,false
FBIS3-13,1,false,false
FBIS3-49,5,false,false
FBIS3-28,1,false,false
FBIS3-22,2,false,false
FBIS3-36,1,false,false
190K,1,1,8@688
FBIS3-29,1,false,false
expectations,5,8,8@690
FBIS3-30,1,false,false
FBIS3-35,1,false,false
FBIS3-23,3,false,false
FBIS3-29,2,false,false
FBIS3-45,1,false,false
distribute,1,1,8@696
FBIS3-35,1,false,false
detection,1,2,8@698
FBIS3-35,2,false,false
consolidate,1,1,8@700
FBIS3-29,1,false,false
withdrawal,8,12,8@702
FBIS3-47,1,false,false
FBIS3-49,3,false,false
FBIS3-34,1,false,false
FBIS3-23,2,false,false
FBIS3-39,1,false,false
FBIS3-41,1,false,false
FBIS3-29,1,false,false
FBIS3-7,2,false,false
refuses,2,2,8@711
FBIS3-26,1,false,false
FBIS3-49,1,false,false
suppress,1,1,8@714
FBIS3-27,1,false,false
partners,5,15,8@716
FBIS3-29,7,false,false
FBIS3-26,2,false,false
FBIS3-42,1,false,false
FBIS3-23,4,false,false
FBIS3-44,1,false,false
absolute,1,1,8@722
FBIS3-29,1,false,false
armed,5,22,8@724
FBIS3-27,16,false,false
FBIS3-34,3,false,false
FBIS3-4,1,false,false
FBIS3-41,1,false,false
FBIS3-25,1,false,false
BRITISH,5,22,8@730
FBIS3-26,1,false,false
FBIS3-20,1,false,false
FBIS3-35,1,false,false
FBIS3-29,2,false,false
FBIS3-9,17,false,false
ILYUSHIN,1,6,8@736
FBIS3-14,6,false,false
describe,1,1,8@738
FBIS3-27,1,false,false
92.3%,1,1,8@740
FBIS3-29,1,false,false
disagreements,1,3,8@742
FBIS3-14,3,false,false
LIBERAL PARTY,3,7,8@744
FBIS3-1,1,false,true
FBIS3-2,1,false,true
FBIS3-38,5,false,true
